del	of the, from the	ADP	a1	grammar	
hay	there is, there are	VERB	a1	grammar	
todo	all, everything	PRON	a1	core	toda,todos,todas
algo	something	PRON	a1	core	
nada	nothing	PRON	a1	core	
alguien	someone	PRON	a2	core	
nadie	nobody	PRON	a2	core	
cada	each, every	DET	a1	core	
-	cero	zero	NUM	a1	numbers	
600079	uno	one	NUM	a1	numbers	
600080	dos	two	NUM	a1	numbers	
600081	tres	three	NUM	a1	numbers	
600082	cuatro	four	NUM	a1	numbers	
600083	cinco	five	NUM	a1	numbers	
600084	seis	six	NUM	a1	numbers	
600085	siete	seven	NUM	a1	numbers	
600086	ocho	eight	NUM	a1	numbers	
600087	nueve	nine	NUM	a1	numbers	
600088	diez	ten	NUM	a1	numbers	
600089	once	eleven	NUM	a1	numbers	
600090	doce	twelve	NUM	a1	numbers	
-	trece	thirteen	NUM	a1	numbers	
-	catorce	fourteen	NUM	a1	numbers	
-	quince	fifteen	NUM	a1	numbers	
-	dieciséis	sixteen	NUM	a1	numbers	
-	diecisiete	seventeen	NUM	a1	numbers	
-	dieciocho	eighteen	NUM	a1	numbers	
-	diecinueve	nineteen	NUM	a1	numbers	
600091	veinte	twenty	NUM	a1	numbers	
600092	treinta	thirty	NUM	a1	numbers	
-	cuarenta	forty	NUM	a1	numbers	
-	cincuenta	fifty	NUM	a1	numbers	
-	sesenta	sixty	NUM	a1	numbers	
-	setenta	seventy	NUM	a1	numbers	
-	ochenta	eighty	NUM	a1	numbers	
-	noventa	ninety	NUM	a1	numbers	
600093	cien	a hundred	NUM	a1	numbers	
-	doscientos	two hundred	NUM	a2	numbers	
-	trescientos	three hundred	NUM	a2	numbers	
-	cuatrocientos	four hundred	NUM	a2	numbers	
-	quinientos	five hundred	NUM	a2	numbers	
-	seiscientos	six hundred	NUM	a2	numbers	
-	setecientos	seven hundred	NUM	a2	numbers	
-	ochocientos	eight hundred	NUM	a2	numbers	
-	novecientos	nine hundred	NUM	a2	numbers	
600094	mil	a thousand	NUM	a1	numbers	
600063	medio	half	ADJ	a1	numbers	media
# Words the sentences already used but the lexicon did not carry. New adjectives
# go below the existing ones: word-card ids are positional within the adjectives.
600064	favorito	favourite	ADJ	a1	core
600065	delicioso	delicious	ADJ	a2	food-drink
600066	cómodo	comfortable	ADJ	a2	core
600067	roto	broken	ADJ	a1	core
600068	mejor	better, best	ADJ	a1	core
600069	normal	normal	ADJ	a2	core
600070	humano	human	ADJ	a2	body
600071	vegetariano	vegetarian	ADJ	a2	food-drink
600072	suficiente	enough	ADJ	a2	core
600073	doble	double	ADJ	a2	travel
600074	izquierdo	left	ADJ	a1	body
600075	derecho	right	ADJ	a1	body
600076	incluido	included	ADJ	a2	travel
600077	claro	clear, of course	ADJ	a1	core
600078	mío	mine	ADJ	a2	grammar
anoche	last night	ADV	a2	time
arriba	up, upstairs	ADV	a2	place
debajo	underneath	ADV	a1	place
alrededor	around	ADV	a2	place
fuera	outside	ADV	a1	place
perfectamente	perfectly	ADV	a2	core
recto	straight ahead	ADV	a2	travel
mí	me (after a preposition)	PRON	a1	grammar
ni	nor, neither	CCONJ	a2	grammar
