# Spanish nouns — authoring source for the core-es pack.
# Columns: id	lemma	gloss (en)	gender	plural (blank = regular)	level	topics	regions	register
# Plurals are generated unless an irregular one is given (examen → exámenes).
# Put `-` in the id column for a word that should not get its own card: the
# lexeme and its meaning still ship, so sentences using it stay inspectable,
# but no flashcard is generated. Used where a noun and an adjective share a
# surface form (frío), which would otherwise be two identical cards.
# Leave the id off a new row — omit the column entirely, do not leave it empty:
# a leading tab shifts every field one place. The build assigns one, writes it
# back, and the
# row keeps it thereafter however the file is edited or reordered.
500052	fiebre	fever	f		a2	health
500053	medicina	medicine	f		a2	health
500054	médico	doctor	m		a1	health
500055	hospital	hospital	m		a1	health
500056	salud	health	f		a1	health
500057	comida	food, meal	f		a1	food-drink
500058	desayuno	breakfast	m		a1	food-drink
500059	almuerzo	lunch	m		a1	food-drink
500060	cena	dinner	f		a1	food-drink
500061	pan	bread	m		a1	food-drink
500062	agua	water	f		a1	food-drink
500063	leche	milk	f		a1	food-drink
500064	café	coffee	m		a1	food-drink
500065	té	tea	m		a1	food-drink
500066	jugo	juice	m		a1	food-drink	es-419	
500067	cerveza	beer	f		a1	food-drink
500068	vino	wine	m		a1	food-drink
500069	carne	meat	f		a1	food-drink
500070	pollo	chicken	m		a1	food-drink
500071	pescado	fish (food)	m		a1	food-drink
500072	huevo	egg	m		a1	food-drink
500073	queso	cheese	m		a1	food-drink
500074	arroz	rice	m		a1	food-drink
500075	sopa	soup	f		a1	food-drink
500076	ensalada	salad	f		a1	food-drink
500077	verdura	vegetable	f		a1	food-drink
500078	fruta	fruit	f		a1	food-drink
500079	manzana	apple	f		a1	food-drink
500080	naranja	orange	f		a1	food-drink
500081	plátano	banana	m		a1	food-drink
500082	uva	grape	f		a2	food-drink
500083	fresa	strawberry	f		a2	food-drink
500084	tomate	tomato	m		a1	food-drink
500085	papa	potato	f		a1	food-drink	es-419	
500086	cebolla	onion	f		a2	food-drink
500087	ajo	garlic	m		a2	food-drink
500088	zanahoria	carrot	f		a2	food-drink
500089	lechuga	lettuce	f		a2	food-drink
500090	sal	salt	f		a1	food-drink
500091	azúcar	sugar	m		a1	food-drink
500092	aceite	oil	m		a2	food-drink
500093	mantequilla	butter	f		a2	food-drink
500094	pastel	cake	m		a1	food-drink
500095	helado	ice cream	m		a1	food-drink
500096	chocolate	chocolate	m		a1	food-drink
500097	galleta	biscuit, cookie	f		a1	food-drink
500098	postre	dessert	m		a1	restaurant
500099	hambre	hunger	f		a1	food-drink
500100	sed	thirst	f		a1	food-drink
500101	cuenta	bill, account	f		a1	restaurant
500102	propina	tip	f		a2	restaurant
500103	menú	menu	m		a1	restaurant
500104	casa	house, home	f		a1	home
500105	piso	flat, floor	m		a1	home
500106	apartamento	apartment	m		a1	home
500107	habitación	room	f		a1	home
500108	cocina	kitchen	f		a1	home
500109	baño	bathroom	m		a1	home
500110	sala	living room	f		a1	home
500111	comedor	dining room	m		a2	home
500112	dormitorio	bedroom	m		a1	home
500113	cama	bed	f		a1	home
500114	mesa	table	f		a1	home
500115	silla	chair	f		a1	home
500116	sofá	sofa	m		a1	home
500117	puerta	door	f		a1	home
500118	ventana	window	f		a1	home
500119	pared	wall	f		a2	home
500120	suelo	floor, ground	m		a2	home
500121	llave	key	f		a1	home
500122	luz	light	f		a1	home
500123	lámpara	lamp	f		a2	home
500124	espejo	mirror	m		a2	home
500125	armario	wardrobe	m		a2	home
500126	plato	plate, dish	m		a1	home,restaurant
500127	vaso	glass	m		a1	home,restaurant
500128	taza	cup	f		a1	home
500129	cuchillo	knife	m		a1	home
500130	tenedor	fork	m		a1	home
500131	cuchara	spoon	f		a1	home
500132	servilleta	napkin	f		a2	restaurant
500133	toalla	towel	f		a2	home
500134	jabón	soap	m		a2	home
500135	basura	rubbish, trash	f		a2	home
500136	jardín	garden	m		a1	home
500137	ciudad	city	f		a1	city
500138	pueblo	town, village	m		a1	city
500139	país	country	m		a1	city
500140	calle	street	f		a1	city
500141	plaza	square	f		a1	city
500142	tienda	shop	f		a1	shopping
500143	mercado	market	m		a1	shopping
500144	supermercado	supermarket	m		a1	shopping
500145	restaurante	restaurant	m		a1	restaurant
500146	bar	bar	m		a1	restaurant
500147	hotel	hotel	m		a1	travel
500148	banco	bank	m		a1	city
500149	farmacia	pharmacy	f		a1	city
500150	panadería	bakery	f		a2	shopping
500151	iglesia	church	f		a2	city
500152	museo	museum	m		a1	city
500153	parque	park	m		a1	city
500154	cine	cinema	m		a1	city
500155	teatro	theatre	m		a2	city
500156	biblioteca	library	f		a1	city
500157	estación	station	f		a1	travel
500158	aeropuerto	airport	m		a1	travel
500159	avión	plane	m		a1	travel
500160	tren	train	m		a1	travel
500161	autobús	bus	m		a1	travel
500162	coche	car	m		a1	travel	es-ES	
500163	taxi	taxi	m		a1	travel
500164	bicicleta	bicycle	f		a1	travel
500165	billete	ticket	m		a1	travel	es-ES	
500166	maleta	suitcase	f		a1	travel
500167	viaje	trip, journey	m		a1	travel
500168	mapa	map	m		a1	travel
500169	camino	way, road	m		a2	travel
500170	puente	bridge	m		a2	city
500171	esquina	corner	f		a2	city
500172	frontera	border	f		a2	travel
500173	trabajo	work, job	m		a1	work
500174	oficina	office	f		a1	work
500175	empresa	company	f		a2	work
500176	jefe	boss	m		a1	work
500177	empleado	employee	m		a2	work
500178	reunión	meeting	f		a2	work
500179	proyecto	project	m		a2	work
500180	dinero	money	m		a1	work,shopping
500181	sueldo	salary	m		a2	work
500182	cliente	customer	m		a1	work
500183	escuela	school	f		a1	school
500184	universidad	university	f		a1	school
500185	clase	class	f		a1	school
500186	profesor	teacher	m		a1	school
500187	alumno	pupil	m		a2	school
500188	estudiante	student	m		a1	school
500189	examen	exam	m	exámenes	a1	school
500190	tarea	homework, task	f		a1	school
500191	libro	book	m		a1	school
500192	cuaderno	notebook	m		a2	school
500193	lápiz	pencil	m		a1	school
500194	bolígrafo	pen	m		a1	school
500195	papel	paper	m		a1	school
500196	palabra	word	f		a1	language
500197	pregunta	question	f		a1	language
500198	respuesta	answer	f		a1	language
500199	idioma	language	m		a1	language
500200	número	number	m		a1	core
500201	letra	letter (character)	f		a2	language
500202	frase	sentence, phrase	f		a2	language
500203	tiempo	time, weather	m		a1	time
500204	hora	hour, time	f		a1	time
500205	minuto	minute	m		a1	time
500206	segundo	second	m		a2	time
500207	día	day	m		a1	time
500208	mañana	morning	f		a1	time
500209	tarde	afternoon	f		a1	time
500210	noche	night	f		a1	time
500211	semana	week	f		a1	time
500212	mes	month	m		a1	time
500213	año	year	m		a1	time
500214	fecha	date	f		a1	time
500215	cumpleaños	birthday	m	cumpleaños	a1	time
500216	fiesta	party	f		a1	social
500217	vacaciones	holidays	f	vacaciones	a1	travel
500218	momento	moment	m		a1	time
500219	vez	time (occasion)	f		a1	time
500220	rato	while	m		a2	time
500221	sol	sun	m		a1	weather
500222	luna	moon	f		a2	nature
500223	estrella	star	f		a2	nature
500224	cielo	sky	m		a1	nature
500225	nube	cloud	f		a2	weather
500226	lluvia	rain	f		a1	weather
500227	nieve	snow	f		a1	weather
500228	viento	wind	m		a1	weather
500229	calor	heat	m		a1	weather
-	frío	cold	m		a1	weather
500231	mar	sea	m		a1	nature
500232	río	river	m		a1	nature
500233	lago	lake	m		a2	nature
500234	montaña	mountain	f		a1	nature
500235	playa	beach	f		a1	travel
500236	campo	countryside, field	m		a1	nature
500237	bosque	forest	m		a2	nature
500238	árbol	tree	m		a1	nature
500239	flor	flower	f		a1	nature
500240	animal	animal	m		a1	animals
500241	perro	dog	m		a1	animals
500242	gato	cat	m		a1	animals
500243	pájaro	bird	m		a1	animals
500244	caballo	horse	m		a2	animals
500245	vaca	cow	f		a2	animals
500246	ropa	clothes	f		a1	clothes
500247	camisa	shirt	f		a1	clothes
500248	camiseta	t-shirt	f		a1	clothes
500249	pantalón	trousers	m		a1	clothes
500250	falda	skirt	f		a1	clothes
500251	vestido	dress	m		a1	clothes
500252	chaqueta	jacket	f		a1	clothes
500253	abrigo	coat	m		a1	clothes
500254	zapato	shoe	m		a1	clothes
500255	calcetín	sock	m		a2	clothes
500256	sombrero	hat	m		a2	clothes
500257	bolso	handbag	m		a2	clothes
500258	cinturón	belt	m		a2	clothes
500259	gafas	glasses	f	gafas	a1	clothes	es-ES
500260	reloj	watch, clock	m		a1	objects
500261	teléfono	telephone	m		a1	objects
500262	móvil	mobile phone	m		a1	objects	es-ES	
500263	ordenador	computer	m		a1	objects	es-ES	
500264	pantalla	screen	f		a2	objects
500265	correo	mail, email	m		a1	communication
500266	mensaje	message	m		a1	communication
500267	foto	photo	f		a1	objects
500268	música	music	f		a1	music
500269	canción	song	f		a1	music
500270	película	film, movie	f		a1	entertainment
500271	televisión	television	f		a1	entertainment
500272	periódico	newspaper	m		a2	communication
500273	revista	magazine	f		a2	communication
500274	carta	letter (post), menu	f		a1	communication
500275	tarjeta	card	f		a1	shopping
500276	bolsa	bag	f		a1	shopping
500277	caja	box	f		a2	objects
500278	cosa	thing	f		a1	core
500279	vida	life	f		a1	core
500280	mundo	world	m		a1	core
500281	amor	love	m		a1	core
500282	problema	problem	m		a1	core
500283	idea	idea	f		a1	core
500284	verdad	truth	f		a1	core
500285	mentira	lie	f		a2	core
500286	suerte	luck	f		a1	core
500287	miedo	fear	m		a1	core
500288	ayuda	help	f		a1	core
500289	ejemplo	example	m		a1	core
500290	manera	way, manner	f		a2	core
500291	parte	part	f		a1	core
500292	lugar	place	m		a1	core
500293	sitio	place, spot	m		a2	core
500294	edad	age	f		a1	people
500295	color	colour	m		a1	core
500296	precio	price	m		a1	shopping
500297	error	mistake	m		a1	core
500298	razón	reason	f		a1	core
500299	historia	story, history	f		a1	entertainment
500300	cuento	story, tale	m		a2	entertainment
500301	juego	game	m		a1	sport
500302	deporte	sport	m		a1	sport
500303	fútbol	football	m		a1	sport
500304	equipo	team	m		a2	sport
500305	partido	match, game	m		a2	sport
500306	ejercicio	exercise	m		a2	sport
500307	lunes	Monday	m	lunes	a1	time,days-of-week
500308	martes	Tuesday	m	martes	a1	time,days-of-week
500309	miércoles	Wednesday	m	miércoles	a1	time,days-of-week
500310	jueves	Thursday	m	jueves	a1	time,days-of-week
500311	viernes	Friday	m	viernes	a1	time,days-of-week
500312	sábado	Saturday	m		a1	time,days-of-week
500313	domingo	Sunday	m		a1	time,days-of-week
500314	enero	January	m		a1	time,months
500315	febrero	February	m		a1	time,months
500316	marzo	March	m		a1	time,months
500317	abril	April	m		a1	time,months
500318	mayo	May	m		a1	time,months
500319	junio	June	m		a1	time,months
500320	julio	July	m		a1	time,months
500321	agosto	August	m		a1	time,months
500322	septiembre	September	m		a1	time,months
500323	octubre	October	m		a1	time,months
500324	noviembre	November	m		a1	time,months
500325	diciembre	December	m		a1	time,months
500326	primavera	spring	f		a1	time
500327	verano	summer	m		a1	time
500328	otoño	autumn	m		a1	time
500329	invierno	winter	m		a1	time
500330	favor	favour	m		a1	greetings
# `nevera` is the usual word in Spain *and* in Colombia, Venezuela and the
# Caribbean — a large share of all speakers. `es-ES` alone was therefore not
# merely imprecise but backwards: `es-CO` is a filterable locale, so a learner
# aiming at Colombia was denied the word everyone there uses and shown
# `refrigerador` instead. Unmarked is wrong in the other direction, because the
# column means "where this word is the usual choice" and Mexico and Argentina
# say `refrigerador` and `heladera`. So it carries the regions it actually owns,
# which `regionCovers` supports and which leaves the `es-419` macro-filter
# showing `refrigerador` — correctly, as the wider Latin American choice.
500331	nevera	fridge	f		a2	home	es-ES,es-CO,es-VE,es-CU,es-DO,es-PR
500332	centro	centre	m		a1	city
500333	euro	euro	m		a1	shopping
500334	talla	size	f		a2	shopping
500335	pasaporte	passport	m		a1	travel
500336	derecha	right (side)	f		a1	travel
500337	izquierda	left (side)	f		a1	travel
500338	inglés	English (language)	m		a1	language
500339	español	Spanish (language)	m		a1	language
500340	patata	potato	f		a1	food-drink	es-ES	
500341	carro	car	m		a1	travel	es-419	
500342	zumo	juice	m		a1	food-drink	es-ES	
500343	computadora	computer	f		a1	objects	es-419	
500344	celular	mobile phone	m		a1	objects	es-419	
500345	boleto	ticket	m		a1	travel	es-419	
500346	camión	bus, lorry	m	camiones	a2	travel	es-MX	colloquial
500347	plata	money	f		a2	shopping	es-419	colloquial
500348	pasta	cash	f		a2	shopping	es-ES	colloquial
# Words that sentences already used but the lexicon did not carry, so the tokens
# linked to nothing and the words could not be inspected or practised.
500349	camarero	waiter	m		a2	restaurant
500350	sueño	sleepiness, dream	m		a1	health
500351	prisa	hurry	f		a1	core
500352	fin	end	m		a1	time
500353	lado	side	m		a2	core
500354	guitarra	guitar	f		a2	music
500355	músculo	muscle	m		a2	body
500356	reserva	reservation	f		a1	travel
# Latin American halves of pairs whose Spanish-of-Spain side shipped unmarked.
500357	lentes	glasses	m	lentes	a1	clothes	es-419
500358	refrigerador	fridge	m		a2	home	es-419
500359	kilo	kilo	m		a1	shopping
500360	andén	platform	m	andenes	a1	travel
500361	salón	living room	m	salones	a1	home
500362	metro	metro, underground	m		a1	travel
500363	línea	line	f		a1	travel
500364	barra	loaf	f		a1	food-drink
500365	limón	lemon	m	limones	a1	food-drink
500366	pastilla	tablet, pill	f		a2	health
500367	cita	appointment	f		a2	health
500368	garganta	throat	f		a1	body
500369	madera	wood	f		a2	objects
500370	máquina	machine	f		a1	objects
500371	botella	bottle	f		a1	food-drink
500372	efectivo	cash	m		a2	shopping
500373	ida	outward journey	f		a1	travel
500374	vuelta	return journey	f		a1	travel
500375	compañero	colleague, companion	m		a1	work
500376	compañera	colleague (female)	f		a1	work
500377	profesora	teacher (female)	f		a1	school
500378	doctora	doctor (female)	f		a1	health
500379	camarera	waitress	f		a2	restaurant
500380	extranjero	foreigner	m		a2	people
-	total	total	m		a1	numbers
-	acuerdo	agreement	m		a1	grammar
500381	parada	stop	f		a1	travel
500382	ascensor	lift, elevator	m	ascensores	a1	home
500383	entrada	entrance, ticket	f		a1	city
500384	noticia	piece of news	f		a2	communication
500385	plan	plan	m	planes	a1	social
500386	wifi	wifi	m		a2	objects
500387	vecina	neighbour (female)	f		a1	people
500388	médica	doctor (female)	f		a1	health
500389	dirección	address	f		a1	city,communication
500390	nota	note	f		a1	communication,school
500392	entrevista	interview	f		b1	work
500393	contrato	contract	m		b1	work
500394	puesto	post, position	m		b1	work
500395	experiencia	experience	f		b1	work
500396	horario	timetable, hours	m		b1	work
500397	ahorro	saving	m		b1	money
500398	gasto	expense, spending	m		b1	money
500399	factura	bill, invoice	f		b1	money
500400	presupuesto	budget	m		b1	money
500401	ambiente	environment, atmosphere	m		b1	environment
500402	contaminación	pollution	f		b1	environment
500403	planeta	planet	m		b1	environment
500404	clima	climate	m		b1	environment
500405	energía	energy	f		b1	environment
500406	naturaleza	nature	f		b1	environment
500407	red	network, the net	f		b1	technology
500408	archivo	file	m		b1	technology
500409	contraseña	password	f		b1	technology
500410	aplicación	app, application	f		b1	technology
500411	usuario	user	m		b1	technology
500412	artículo	article	m		b1	news
500413	programa	programme, show	m		b1	news
500414	anuncio	advert, announcement	m		b1	news
500415	carrera	degree course; career	f		b1	school
500416	título	qualification, degree	m		b1	school
500417	solución	solution	f		b1	core
500418	ventaja	advantage	f		b1	core
500419	opinión	opinion	f		b1	core
500420	consejo	piece of advice	m		b1	core
500421	decisión	decision	f		b1	core
500422	esfuerzo	effort	m		b1	core
500423	riesgo	risk	m		b1	core
500424	diferencia	difference	f		b1	core
500425	enfermedad	illness	f		b1	health
500426	oportunidad	opportunity, chance	f		b1	core
500427	oferta	offer, deal	f		b1	shopping
500428	ruido	noise	m		b1	city
500429	copia	copy	f		b1	technology
500430	temperatura	temperature	f		b1	weather
500431	plástico	plastic	m		b1	environment
500432	pena	shame, pity	f		b1	feelings
500433	éxito	success	m		b1	core
500434	dato	piece of data, fact	m		b1	technology
500435	internet	the internet	m		b1	technology
500436	página	page; web page	f		b1	technology
500437	conexión	connection	f		b1	technology
500438	documento	document	m		b1	work
500439	información	information	f		b1	communication
500440	explicación	explanation	f		b1	communication
500441	curso	course	m		b1	school
500442	transporte	transport	m		b1	travel
500443	zona	area, zone	f		b1	city
500444	aire	air	m		b1	environment
500445	ley	law	f		b1	core
500446	paquete	parcel, packet	m		b1	shopping
500447	calma	calm	f		b1	feelings
500448	be	the letter B	f		a1	alphabet
500449	ce	the letter C	f		a1	alphabet
500450	efe	the letter F	f		a1	alphabet
500451	ge	the letter G	f		a1	alphabet
500452	hache	the letter H	f		a1	alphabet
500453	jota	the letter J	f		a1	alphabet
500454	ka	the letter K	f		a1	alphabet
500455	ele	the letter L	f		a1	alphabet
500456	eme	the letter M	f		a1	alphabet
500457	ene	the letter N	f		a1	alphabet
500458	eñe	the letter Ñ	f		a1	alphabet
500459	pe	the letter P	f		a1	alphabet
500460	cu	the letter Q	f		a1	alphabet
500461	erre	the letter R	f		a1	alphabet
500462	uve	the letter V	f		a1	alphabet
500463	equis	the letter X	f	equis	a1	alphabet
500464	ye	the letter Y	f		a1	alphabet
500465	zeta	the letter Z	f		a1	alphabet
500466	silencio	silence	m		a2	core
500467	fuego	fire	m		a2	home
500468	final	end	m		a2	core
500469	alfabeto	alphabet	m		a1	alphabet
500470	vocal	vowel	f		a1	alphabet
500471	acento	accent, stress mark	m		a1	alphabet
500472	apellido	surname	m		a1	people
500473	principio	beginning	m		a2	core
500474	radio	radio	f		a2	news
