# Sentences written to cover lemmas the other files miss (see the build's coverage report).
# Columns: id	spanish	english	level	topics	note	register	address	regions
000191	No sé la respuesta de esta pregunta.	I don't know the answer to this question.	a1	school
000192	El profesor enseña dos idiomas.	The teacher teaches two languages.	a1	school
000193	¿Cuál es tu número de teléfono?	What's your phone number?	a1	communication
000194	Esta letra es difícil de leer.	This letter is hard to read.	a2	language
000195	Espera un segundo, por favor.	Wait a second, please.	a1	time			tu
000196	El mes de mayo tiene treinta y un días.	The month of May has thirty-one days.	a1	time
000197	¿Cuál es la fecha de hoy?	What's today's date?	a1	time
000198	Mi cumpleaños es en abril.	My birthday is in April.	a1	time
000199	Las vacaciones empiezan en julio.	The holidays start in July.	a1	travel
000200	Descansamos un rato después de comer.	We rest for a while after eating.	a2	daily-routine
000201	El lunes y el martes trabajo en casa.	On Monday and Tuesday I work at home.	a1	work
000202	El miércoles tengo clase de español.	On Wednesday I have a Spanish class.	a1	school
000203	El jueves vamos al mercado.	On Thursday we go to the market.	a1	shopping
000204	El viernes salgo con mis amigos.	On Friday I go out with my friends.	a1	social
000205	En febrero hace mucho frío.	In February it's very cold.	a1	weather
000206	Marzo y abril son meses de primavera.	March and April are spring months.	a1	time
000207	En junio y julio hace calor.	In June and July it's hot.	a1	weather
000208	Septiembre y octubre son meses de otoño.	September and October are autumn months.	a1	time
000209	En noviembre y diciembre llueve mucho.	In November and December it rains a lot.	a1	weather
000210	Por la noche se ven la luna y las estrellas.	At night you can see the moon and the stars.	a2	nature
000211	Hay nubes grises y va a llover.	There are grey clouds and it's going to rain.	a1	weather
000212	La lluvia y la nieve son normales en invierno.	Rain and snow are normal in winter.	a2	weather
000213	En el bosque hay árboles muy altos.	In the forest there are very tall trees.	a2	nature
000214	Un pájaro canta en el jardín.	A bird is singing in the garden.	a1	animals
000215	El caballo y la vaca están en el campo.	The horse and the cow are in the field.	a2	animals
000216	Mi animal favorito es el perro.	My favourite animal is the dog.	a1	animals
000217	Ella lleva una falda y un vestido nuevo.	She's wearing a skirt and a new dress.	a1	clothes
000218	Necesito calcetines y un cinturón.	I need socks and a belt.	a2	clothes
000219	Llevo un sombrero cuando hace sol.	I wear a hat when it's sunny.	a2	clothes
000220	Mi bolso está debajo de la silla.	My handbag is under the chair.	a2	clothes
000221	No encuentro mis gafas ni mi reloj.	I can't find my glasses or my watch.	a1	objects
000222	Uso el ordenador para trabajar.	I use the computer for work.	a1	objects
000223	La pantalla del móvil está rota.	The phone screen is broken.	a2	objects
000224	Te mando un mensaje esta tarde.	I'll send you a message this afternoon.	a1	communication
000225	Leo el periódico y una revista los domingos.	I read the newspaper and a magazine on Sundays.	a2	communication
000226	Pon la fruta en la bolsa.	Put the fruit in the bag.	a1	shopping			tu
000227	Esta cosa no sirve para nada.	This thing is useless.	a2	core		colloquial		
000228	La vida en esta ciudad es tranquila.	Life in this city is calm.	a2	city
000229	Quiero ver mundo.	I want to see the world.	a2	travel
000230	El amor es más fuerte que el miedo.	Love is stronger than fear.	a2	feelings
000231	Dime la verdad, no una mentira.	Tell me the truth, not a lie.	a2	core		colloquial	tu	
000232	Buena suerte con el examen.	Good luck with the exam.	a1	school		colloquial		
000233	Te doy un ejemplo.	I'll give you an example.	a1	core		colloquial	tu	
000234	Lo hago de otra manera.	I do it another way.	a2	core
000235	Esta parte del libro es la mejor.	This part of the book is the best.	a2	school
000236	Es un lugar muy bonito.	It's a very pretty place.	a1	travel
000237	Busco un sitio para comer.	I'm looking for a place to eat.	a1	restaurant
000238	¿Qué edad tiene tu hijo?	How old is your son?	a1	people
000239	¿De qué color es tu coche?	What colour is your car?	a1	core
000240	El precio parece muy alto.	The price seems very high.	a2	shopping
000241	Perdona, ha sido un error mío.	Sorry, it was my mistake.	a2	core			tu
000242	Mi abuelo cuenta historias del pueblo.	My grandfather tells stories about the village.	a2	family
000243	Ese cuento es para niños.	That story is for children.	a1	entertainment
000244	El fútbol es mi deporte favorito.	Football is my favourite sport.	a1	sport
000245	Este juego es muy divertido.	This game is a lot of fun.	a1	sport
000246	Me quedo en casa esta noche.	I'm staying at home tonight.	a1	social
000247	Sigue por esta calle hasta la plaza.	Carry on down this street to the square.	a2	travel			tu
000248	El camarero nos ofrece un postre.	The waiter offers us a dessert.	a2	restaurant
000249	Voy a cambiar de trabajo.	I'm going to change jobs.	a2	work
000250	Acabo de comer.	I've just eaten.	a2	food-drink	acabar de + infinitive means to have just done something	colloquial		
000251	Intento comprender el problema.	I'm trying to understand the problem.	a2	core
000252	Decidimos comenzar mañana temprano.	We decided to start early tomorrow.	a2	work
000253	La tienda vende ropa de niño.	The shop sells children's clothes.	a2	shopping
000254	El profesor muestra un ejemplo en la pantalla.	The teacher shows an example on the screen.	a2	school
000255	Descubrí un restaurante nuevo cerca de casa.	I discovered a new restaurant near my house.	a2	restaurant
000256	Toco la guitarra los fines de semana.	I play the guitar at weekends.	a2	music
000257	El cuerpo humano necesita agua.	The human body needs water.	a2	body
000258	Abre la boca, por favor.	Open your mouth, please.	a1	health			tu
000259	Me duele la nariz cuando hace frío.	My nose hurts when it's cold.	a2	body
000260	Tengo un problema en el pie izquierdo.	I have a problem with my left foot.	a2	body
000261	El niño se cayó en la calle.	The child fell in the street.	a2	health
000262	Decidí estudiar español el año pasado.	I decided to study Spanish last year.	a2	school
000263	Hay sangre en su camisa.	There is blood on his shirt.	a2	health
000264	Se me cae el teléfono muy a menudo.	I drop my phone very often.	a2	objects
