000042	Es muy importante.	It's very important.	a1	core
000043	No es difícil.	It isn't difficult.	a1	core
000044	Este libro es interesante.	This book is interesting.	a1	school
000045	La película fue muy buena.	The film was very good.	a2	entertainment
000046	Estoy cansado.	I'm tired.	a1	health	estar for states, ser for lasting characteristics						describe-a-symptom
000047	Hoy estoy muy cansado.	I'm very tired today.	a1	health							describe-a-symptom
000048	Estoy contento.	I'm happy.	a1	feelings
000049	Estamos en casa.	We're at home.	a1	home
000050	¿Dónde estás?	Where are you?	a1	core
000051	El libro está en la mesa.	The book is on the table.	a1	home
000052	Mi madre está enferma.	My mother is ill.	a1	health
000053	Estoy aprendiendo español.	I'm learning Spanish.	a1	school	estar + gerund for what is happening now
000054	Estamos comiendo.	We're eating.	a1	food-drink
000055	¿Qué estás haciendo?	What are you doing?	a1	core
000056	Quiero un café, por favor.	I want a coffee, please.	a1	restaurant
000057	Quiero comprar una camisa.	I want to buy a shirt.	a1	shopping
000058	No quiero salir esta noche.	I don't want to go out tonight.	a1	social
000059	¿Quieres venir con nosotros?	Do you want to come with us?	a1	social
000060	Queremos ver la ciudad.	We want to see the city.	a1	travel
000061	Quisiera reservar una mesa.	I would like to book a table.	a2	restaurant	quisiera is a polite way to say quiero	formal		
000062	¿Puedo pasar?	May I come in?	a1	social
000063	¿Puedes ayudarme?	Can you help me?	a1	social
000064	No puedo ir hoy.	I can't go today.	a1	core
000065	¿Podemos hablar un momento?	Can we talk for a moment?	a1	work
000066	Puedes llamarme mañana.	You can call me tomorrow.	a1	communication
000067	Voy al trabajo.	I'm going to work.	a1	work	a + el contracts to al
000068	Voy a la escuela.	I'm going to school.	a1	school
000069	Vamos a comer.	We're going to eat.	a1	food-drink	ir a + infinitive for the near future
000070	Voy a estudiar esta noche.	I'm going to study tonight.	a1	school
000071	¿Vas a venir a la fiesta?	Are you going to come to the party?	a1	social
000072	Van a llegar tarde.	They're going to arrive late.	a1	time
000073	Me gusta el café.	I like coffee.	a1	food-drink	Literally: coffee is pleasing to me
000074	No me gusta el pescado.	I don't like fish.	a1	food-drink
000075	¿Te gusta bailar?	Do you like dancing?	a1	music
000076	Me gustan los perros.	I like dogs.	a1	animals	The verb agrees with what is liked
000077	Nos gusta mucho esta ciudad.	We like this city a lot.	a1	travel
000078	Me gustaría viajar a México.	I would like to travel to Mexico.	a2	travel
000079	Necesito ayuda.	I need help.	a1	core
000080	Necesitamos más tiempo.	We need more time.	a1	time
000081	¿Necesitas algo?	Do you need anything?	a1	core
000082	Hay un problema.	There is a problem.	a1	core	hay is invariable: there is and there are
000083	Hay muchas personas aquí.	There are a lot of people here.	a1	city
000084	¿Hay un banco cerca?	Is there a bank nearby?	a1	city
000085	No hay nada en la nevera.	There's nothing in the fridge.	a2	home
000086	Hoy hace frío.	It's cold today.	a1	weather	Weather uses hacer
000087	Hace mucho calor.	It's very hot.	a1	weather
000088	Hace buen tiempo.	The weather is nice.	a1	weather
000089	¿Qué hora es?	What time is it?	a1	time
000090	Son las tres.	It's three o'clock.	a1	time,clock
000091	Es la una y media.	It's half past one.	a1	time,clock
000092	¿A qué hora empieza?	What time does it start?	a1	time
000093	La clase empieza a las nueve.	The class starts at nine.	a1	school,clock
000094	Termino a las seis.	I finish at six.	a1	work,clock
000095	Me levanto temprano.	I get up early.	a1	daily-routine
000096	Me despierto a las siete.	I wake up at seven.	a1	daily-routine,clock
000097	Desayuno en casa.	I have breakfast at home.	a1	daily-routine
000098	Salgo de casa a las ocho.	I leave home at eight.	a1	daily-routine,clock
000099	Vuelvo a casa por la tarde.	I come home in the afternoon.	a1	daily-routine
000100	Ceno con mi familia.	I have dinner with my family.	a1	daily-routine
000101	Me acuesto a las once.	I go to bed at eleven.	a1	daily-routine,clock
000102	Duermo ocho horas.	I sleep eight hours.	a1	health,numbers
000103	No dormí bien anoche.	I didn't sleep well last night.	a2	health
000104	Trabajo en una oficina.	I work in an office.	a1	work
000105	¿Dónde trabajas?	Where do you work?	a1	work,social,questions							ask-what-someone-does
000106	Estudio en la universidad.	I study at university.	a1	school
000107	Aprendo español todos los días.	I learn Spanish every day.	a1	school
000108	Leo un libro cada noche.	I read a book every night.	a1	school
000109	Escribo un correo a mi jefe.	I'm writing an email to my boss.	a1	work
000110	Escucho música en el tren.	I listen to music on the train.	a1	music
000111	Veo la televisión por la noche.	I watch television in the evening.	a1	entertainment
000112	Hablo con mi madre los domingos.	I talk to my mother on Sundays.	a1	family,days-of-week
000113	Vivo en Madrid.	I live in Madrid.	a1	city
000114	¿Dónde vives?	Where do you live?	a1	city
000115	Vivimos cerca del centro.	We live near the centre.	a1	city
000116	Mi casa es pequeña.	My house is small.	a1	home
000117	La habitación está limpia.	The room is clean.	a1	home
000118	Abro la ventana.	I open the window.	a1	home
000119	Cierra la puerta, por favor.	Close the door, please.	a1	home			tu
000120	¿Dónde están mis llaves?	Where are my keys?	a1	home
000121	He perdido el móvil.	I've lost my phone.	a2	objects
000122	Busco mis gafas.	I'm looking for my glasses.	a1	objects
000123	Encontré el libro debajo de la cama.	I found the book under the bed.	a2	home
000124	Ayer fui al médico.	Yesterday I went to the doctor.	a2	health
000125	Comí en un restaurante.	I ate at a restaurant.	a2	restaurant
000126	Compré pan esta mañana.	I bought bread this morning.	a2	shopping
000127	Hablé con ella ayer.	I spoke with her yesterday.	a2	communication
000128	¿Qué hiciste el fin de semana?	What did you do at the weekend?	a2	social
000129	Fuimos a la playa.	We went to the beach.	a2	travel
000130	Vi una película muy buena.	I saw a very good film.	a2	entertainment
000131	Cuando era niño, vivía en un pueblo.	When I was a child, I lived in a village.	a2	people	The imperfect describes how things used to be
000132	Antes trabajaba en un bar.	I used to work in a bar.	a2	work
000133	Siempre íbamos al campo en verano.	We always went to the countryside in summer.	a2	nature
000134	Mi abuela cocinaba muy bien.	My grandmother cooked very well.	a2	family
