# A2, narrated in the past — the level the pack had vocabulary for and no contexts.
# Columns: id	spanish	english	level	topics	note	register	address	regions	passage	speaker	skills
# Leave the id off a new row — omit the column entirely, do not leave it empty:
# a leading tab shifts every field one place. The build assigns one and writes it back.
#
# Why this file exists, measured. A2 shipped 210 sentences against A1's 1,215, and
# the **median A2 word appeared in exactly one sentence**: 160 of 179 A2 lexemes
# were short of even four encounters. That is not a level, it is a vocabulary list
# with examples attached. Meanwhile 81% of the whole pack was present indicative
# and the past tenses — which *are* A2's own grammar — had 45 sentences between
# them.
#
# Those are one problem, not two, and the starved words say so: `contar`,
# `recordar`, `olvidar`, `decidir`, `nacer`, `comenzar`, `durar`, `descubrir` are
# narration verbs. They were short of contexts because the pack had almost no
# narration to put them in.
#
# So every passage here is a past-tense account built from A2 words the pack
# already had, chosen from the coverage report rather than from whatever came to
# mind. Per §3.1 of the expansion brief that is the shape with the measured
# return: the passage pass bought ~165 encounters for 77 rows where the
# new-vocabulary pass bought ~20 for 72. **No new lexeme is introduced by this
# file** — where a word would have been new, the sentence was rewritten instead.
#
# One deliberate omission: `ser` and `ir` share a preterite (`fue`, `fui`,
# `fuimos`), which the tokeniser declines to disambiguate and a test pins as
# unlinked. Rather than add eight more unlinked tokens, these passages reach for
# `estar` where the sense allows — `Ayer estuve en el mercado` rather than
# `Ayer fui al mercado`. Not a workaround for a bug; the two say slightly
# different things and the one that links is also the one that is easier to read.

# ── El piso nuevo (home, in the preterite) ────────────────────────────────────
001426	El año pasado cambié de piso.	Last year I moved flat.	a2	home	Opens the account, so the whole passage reads as the past.	neutral			piso-nuevo
001443	Había muchas nubes por la mañana, pero después salió el sol.	There were a lot of clouds in the morning, but then the sun came out.	a2	nature,weather	`había` for the background, `salió` for the event — the whole preterite-imperfect contrast in one line.	neutral			domingo-campo
001444	Caminamos por un camino largo hasta un puente.	We walked along a long path to a bridge.	a2	nature,city		neutral			domingo-campo
001445	Al lado del lago había caballos y vacas.	Next to the lake there were horses and cows.	a2	nature,animals		neutral			domingo-campo
001446	Comimos en el bosque, debajo de un árbol.	We ate in the woods, under a tree.	a2	nature,food-drink		neutral			domingo-campo
001447	Por la noche se veían la luna y muchas estrellas.	At night you could see the moon and lots of stars.	a2	nature,time		neutral			domingo-campo
002404	Llevamos pan, queso y una botella de agua.	We took bread, cheese and a bottle of water.	a2	food-drink,nature					domingo-campo		
002405	Mi hijo corría detrás de los pájaros.	My son ran after the birds.	a2	family,animals					domingo-campo		
002406	Vimos flores de muchos colores al lado del camino.	We saw flowers of many colours beside the path.	a2	nature,colours					domingo-campo		
002407	Mi mujer sacó fotos del lago y de las montañas.	My wife took photos of the lake and the mountains.	a2	nature,family					domingo-campo		
002408	Descansamos un rato debajo de un árbol grande.	We rested for a while under a big tree.	a2	nature					domingo-campo		
002409	Volvimos al coche cuando empezó a hacer frío.	We went back to the car when it started to get cold.	a2	weather,travel					domingo-campo		
002410	En el camino de vuelta nadie habló.	On the way back nobody spoke.	a2	travel					domingo-campo		
001448	No recordaba un domingo tan tranquilo.	I couldn't remember such a quiet Sunday.	a2	nature,feelings		neutral			domingo-campo

# ── El primer día de trabajo (work, in the preterite) ─────────────────────────
001449	Comencé en la empresa nueva en marzo.	I started at the new company in March.	a2	work,time		neutral			primer-dia
001450	Estaba muy nervioso el primer día.	I was very nervous on the first day.	a2	work,feelings		neutral			primer-dia
001451	Un empleado me enseñó la oficina.	An employee showed me the office.	a2	work		neutral			primer-dia
001452	Mi jefe me explicó el proyecto del equipo.	My boss explained the team's project to me.	a2	work		neutral			primer-dia
001453	Trabajé toda la mañana delante de una pantalla.	I worked all morning in front of a screen.	a2	work		neutral			primer-dia
001454	Nadie me habló del sueldo ese día.	Nobody talked to me about the salary that day.	a2	work,numbers		neutral			primer-dia
001455	Decidí preguntar el lunes.	I decided to ask on Monday.	a2	work,days-of-week		neutral			primer-dia
002411	A las dos fui a comer con dos compañeras.	At two I went to lunch with two colleagues.	a2	work,clock					primer-dia		
002412	Me contaron cómo funcionaba la empresa.	They told me how the company worked.	a2	work					primer-dia		
002413	Por la tarde escribí mi primer correo a un cliente.	In the afternoon I wrote my first email to a client.	a2	work,communication					primer-dia		
002414	Mi jefe leyó el correo y me dijo que estaba bien.	My boss read the email and told me it was fine.	a2	work					primer-dia		
002415	Salí a las seis, todavía nervioso pero contento.	I left at six, still nervous but happy.	a2	work,feelings					primer-dia		
002416	En el tren pensé en todo lo que aprendí.	On the train I thought about everything I had learned.	a2	work,travel					primer-dia		
002417	Esa noche dormí muy bien.	That night I slept very well.	a2	daily-routine					primer-dia		

# ── Me dolía la espalda (health, in the past) ─────────────────────────────────
001456	La semana pasada me dolía mucho la espalda.	Last week my back hurt a lot.	a2	health,body		neutral			espalda-cita
001457	También me dolía el cuello por las mañanas.	My neck hurt in the mornings too.	a2	health,body		neutral			espalda-cita
001458	Pedí una cita en el centro de salud.	I asked for an appointment at the health centre.	a2	health		neutral			espalda-cita
001459	El médico me miró la espalda y el cuello.	The doctor looked at my back and my neck.	a2	health,body		neutral			espalda-cita
001460	Me dijo que era un músculo y nada más.	He told me it was a muscle and nothing more.	a2	health,body		neutral			espalda-cita
001461	Me dio unas pastillas para una semana.	He gave me some tablets for a week.	a2	health		neutral			espalda-cita
002418	No podía dormir bien por el dolor.	I could not sleep well because of the pain.	a2	health					espalda-cita		
002419	Tampoco podía sentarme delante del ordenador.	I could not sit at the computer either.	a2	health,work					espalda-cita		
002420	La primera pastilla me ayudó en dos días.	The first tablet helped me within two days.	a2	health					espalda-cita		
002421	El médico me dijo que tengo que caminar todos los días.	The doctor told me I have to walk every day.	a2	health					espalda-cita		
002422	Empecé a caminar media hora por la mañana.	I started walking for half an hour in the morning.	a2	health,sport					espalda-cita		
002423	También dejé de llevar el bolso en el mismo lado.	I also stopped carrying my bag on the same side.	a2	health,objects					espalda-cita		
001462	Ahora estoy mucho mejor, solo un poco débil.	Now I'm much better, just a little weak.	a2	health,feelings		neutral			espalda-cita

# ── La casa de mi abuela (family and home, in the imperfect) ──────────────────
001463	Cuando era niño, pasaba los veranos en casa de mi abuela.	When I was a child, I used to spend the summers at my grandmother's.	a2	family,time	The imperfect for what used to happen, which is the tense this passage exists to show.	neutral			casa-abuela
001464	La casa era vieja y tenía un espejo muy grande en la pared.	The house was old and had a very big mirror on the wall.	a2	family,home		neutral			casa-abuela
001465	En el comedor había una lámpara de madera.	In the dining room there was a wooden lamp.	a2	home		neutral			casa-abuela
001466	Mi abuela contaba cuentos por la noche.	My grandmother used to tell stories at night.	a2	family,time		neutral			casa-abuela
001467	Mi primo y yo jugábamos en el suelo.	My cousin and I used to play on the floor.	a2	family		neutral			casa-abuela
001468	En el baño siempre había jabón y toallas limpias.	In the bathroom there were always soap and clean towels.	a2	home		neutral			casa-abuela
001469	No teníamos wifi y no lo necesitábamos.	We had no wifi and we didn't need it.	a2	home,communication		neutral			casa-abuela
002424	En el jardín había un árbol muy viejo.	In the garden there was a very old tree.	a2	home,nature					casa-abuela		
002425	Mi abuela preparaba pasteles los domingos.	My grandmother used to make cakes on Sundays.	a2	family,food-drink					casa-abuela		
002426	Bebíamos leche fría en unas tazas azules.	We drank cold milk from blue cups.	a2	food-drink,objects					casa-abuela		
002427	Por la tarde mi primo y yo íbamos al río.	In the afternoon my cousin and I would go to the river.	a2	family,nature					casa-abuela		
002428	A veces volvíamos con los zapatos llenos de agua.	Sometimes we came back with our shoes full of water.	a2	clothes,nature					casa-abuela		
002429	Mi abuelo leía el periódico en la misma silla.	My grandfather read the paper in the same chair.	a2	family,home					casa-abuela		
002430	Nadie tenía prisa en aquella casa.	Nobody was ever in a hurry in that house.	a2	family,home					casa-abuela		
001470	Nací en esa casa y todavía la recuerdo bien.	I was born in that house and I still remember it well.	a2	family,home		neutral			casa-abuela

# == Batch two: the clusters still short after the first six ===================
001471	El sábado pasado caminamos por el centro.	Last Saturday we walked around the town centre.	a2	city		neutral			centro-tarde
001472	Empezamos en la plaza, al lado de la iglesia.	We started in the square, next to the church.	a2	city		neutral			centro-tarde
001473	El camino hasta el teatro era corto.	The walk to the theatre was short.	a2	city		neutral			centro-tarde
001474	Compramos pan en una panadería de la esquina.	We bought bread at a bakery on the corner.	a2	city,food-drink		neutral			centro-tarde
001475	Desde el puente se veía toda la ciudad.	From the bridge you could see the whole city.	a2	city		neutral			centro-tarde
001476	Arriba, el teatro estaba demasiado lleno.	Upstairs, the theatre was too full.	a2	city		neutral			centro-tarde
002431	En la plaza había música y mucha gente.	In the square there was music and a lot of people.	a2	city,music					centro-tarde		
002432	Un chico tocaba la guitarra en una esquina.	A boy was playing the guitar on a corner.	a2	city,music					centro-tarde		
002433	Entramos en una tienda de ropa a mirar.	We went into a clothes shop to look around.	a2	shopping,clothes					centro-tarde		
002434	Mi amiga se probó una falda y un abrigo.	My friend tried on a skirt and a coat.	a2	shopping,clothes					centro-tarde		
002435	No compramos nada, solo miramos.	We did not buy anything, we just looked.	a2	shopping					centro-tarde		
002436	Después tomamos un café en un bar.	Afterwards we had a coffee in a bar.	a2	restaurant,city					centro-tarde		
002437	El reloj de la iglesia dio las siete.	The church clock struck seven.	a2	city,clock					centro-tarde		
001477	Dimos una vuelta alrededor de la plaza y volvimos a casa.	We took a walk around the square and went home.	a2	city		neutral			centro-tarde
001478	El año pasado estudiaba español dos días por semana.	Last year I was studying Spanish two days a week.	a2	school,language		neutral			clase-espanol
001479	Éramos ocho alumnos y una profesora muy tranquila.	There were eight of us students and a very calm teacher.	a2	school,people		neutral			clase-espanol
001480	Ella nos enseñaba una frase nueva cada día.	She used to teach us a new phrase every day.	a2	school,language		neutral			clase-espanol
001481	Yo escribía todas las letras en mi cuaderno.	I used to write all the letters in my notebook.	a2	school,language		neutral			clase-espanol
001482	Los primeros días no comprendía casi nada.	The first few days I understood almost nothing.	a2	school,feelings		neutral			clase-espanol
001483	La profesora repetía el ejercicio despacio.	The teacher would repeat the exercise slowly.	a2	school,language		neutral			clase-espanol
001484	Después de un rato, todo parecía más fácil.	After a while, everything seemed easier.	a2	school,feelings		neutral			clase-espanol
002438	Los lunes hacíamos ejercicios de escuchar.	On Mondays we did listening exercises.	a2	school,language					clase-espanol		
002439	Los jueves leíamos un cuento corto.	On Thursdays we read a short story.	a2	school,language					clase-espanol		
002440	Yo llevaba siempre un lápiz y un bolígrafo azul.	I always took a pencil and a blue pen.	a2	school,objects					clase-espanol		
002441	Una vez escribí una carta en español.	Once I wrote a letter in Spanish.	a2	school,language					clase-espanol		
002442	La profesora la leyó delante de todos.	The teacher read it out in front of everyone.	a2	school					clase-espanol		
002443	Me puse rojo, pero estaba contento.	I went red, but I was pleased.	a2	feelings,colours					clase-espanol		
002444	Al final del año hicimos un examen fácil.	At the end of the year we did an easy exam.	a2	school					clase-espanol		
001485	Nunca olvidé esa clase.	I never forgot that class.	a2	school		neutral			clase-espanol
001486	Anoche cenamos en un restaurante nuevo.	Last night we had dinner at a new restaurant.	a2	restaurant		neutral			restaurante-nuevo
001487	La camarera nos ofreció una mesa al lado de la ventana.	The waitress offered us a table next to the window.	a2	restaurant		neutral			restaurante-nuevo
001488	Sirvieron el arroz muy caliente y estaba delicioso.	They served the rice very hot and it was delicious.	a2	restaurant,food-drink		neutral			restaurante-nuevo
001489	Mi hermana es vegetariana y pidió pasta con verduras.	My sister is vegetarian and ordered pasta with vegetables.	a2	restaurant,food-drink		neutral		es-ES	restaurante-nuevo
001490	Cada persona tenía dos servilletas.	Each person had two napkins.	a2	restaurant		neutral			restaurante-nuevo
001491	No me apetecía nada más, solo un café.	I didn't fancy anything else, just a coffee.	a2	restaurant,food-drink		neutral			restaurante-nuevo
001492	Pagamos en efectivo y dejamos propina.	We paid in cash and left a tip.	a2	restaurant,numbers		neutral			restaurante-nuevo
002445	De primero pedimos una sopa y una ensalada.	To start we ordered a soup and a salad.	a2	restaurant,food-drink					restaurante-nuevo		
002446	El pan estaba caliente y muy rico.	The bread was warm and delicious.	a2	restaurant,food-drink					restaurante-nuevo		
002447	Mi hermano bebió una cerveza y yo un vino.	My brother had a beer and I had a wine.	a2	restaurant,food-drink					restaurante-nuevo		
002448	El cuchillo y el tenedor eran muy grandes.	The knife and fork were very big.	a2	restaurant,objects					restaurante-nuevo		
002449	De postre tomamos un helado de chocolate.	For dessert we had a chocolate ice cream.	a2	restaurant,food-drink					restaurante-nuevo		
002450	La cuenta llegó rápido y no era cara.	The bill came quickly and it was not expensive.	a2	restaurant,money					restaurante-nuevo		
001493	Todo funcionó perfectamente y vamos a volver.	Everything worked perfectly and we're going to go back.	a2	restaurant		neutral			restaurante-nuevo
001494	El mes pasado vendí mi guitarra vieja.	Last month I sold my old guitar.	a2	objects		neutral			vendi-guitarra
001495	La tenía en el armario, en una caja gris.	I had it in the wardrobe, in a grey box.	a2	objects,home		neutral			vendi-guitarra
001496	La ofrecí en una revista de la ciudad.	I offered it in a city magazine.	a2	objects,communication		neutral			vendi-guitarra
001497	También lo intenté en el periódico, pero nadie llamó.	I tried the newspaper too, but nobody called.	a2	objects,communication		neutral			vendi-guitarra
001498	Un extranjero la compró el jueves.	A foreigner bought it on Thursday.	a2	objects,people		neutral			vendi-guitarra
001499	Me pagó en efectivo y saqué el dinero del bolso.	He paid me in cash and I took the money out of my bag.	a2	objects,numbers		neutral			vendi-guitarra
002451	No la tocaba desde hacía años.	I had not played it for years.	a2	music					vendi-guitarra		
002452	Estaba en muy buen estado, solo un poco sucia.	It was in very good condition, just a little dusty.	a2	music,objects					vendi-guitarra		
002453	Pedí cien euros y el extranjero no discutió.	I asked for a hundred euros and the foreigner did not argue.	a2	money					vendi-guitarra		
002454	Le expliqué la historia de la guitarra.	I told him the story of the guitar.	a2	music,communication					vendi-guitarra		
002455	Me dio las gracias y se fue contento.	He thanked me and left happy.	a2	social,feelings					vendi-guitarra		
002456	Ese día tuve suerte.	That day I was lucky.	a2	core					vendi-guitarra		
001500	La guitarra era mía desde niño y la recuerdo bien.	The guitar had been mine since I was a child and I remember it well.	a2	objects,feelings		neutral			vendi-guitarra
001501	Anoche no dormí casi nada.	Last night I hardly slept at all.	a2	feelings,time		neutral			anoche-ruido
001502	Los vecinos de arriba eran muy ruidosos.	The neighbours upstairs were very noisy.	a2	home,people		neutral			anoche-ruido
001503	Normalmente son tranquilos, pero anoche no.	Normally they're quiet, but not last night.	a2	home		neutral			anoche-ruido
001504	Me dolía el estómago y tampoco quería comer.	My stomach hurt and I didn't want to eat either.	a2	health,body		neutral			anoche-ruido
001505	Bebí demasiado café por la tarde, quizá por eso.	I drank too much coffee in the afternoon, maybe that's why.	a2	health,food-drink		neutral			anoche-ruido
001506	Esta mañana me sentía muy débil.	This morning I felt very weak.	a2	health,feelings		neutral			anoche-ruido
002457	A las dos todavía oía la televisión de arriba.	At two I could still hear the television upstairs.	a2	home,city					anoche-ruido		
002458	Pensé en llamar a la puerta, pero no lo hice.	I thought about knocking on the door, but I did not.	a2	home,social					anoche-ruido		
002459	Me levanté y bebí un vaso de leche.	I got up and drank a glass of milk.	a2	home,food-drink					anoche-ruido		
002460	Leí un rato con la lámpara pequeña.	I read for a while with the small lamp.	a2	home					anoche-ruido		
002461	A las cinco por fin se hizo el silencio.	At five it finally went quiet.	a2	home					anoche-ruido		
002462	Dormí solo dos horas antes del trabajo.	I slept only two hours before work.	a2	daily-routine,work					anoche-ruido		
001507	Dormí toda la tarde y ahora estoy mejor.	I slept all afternoon and now I'm better.	a2	health,time		neutral			anoche-ruido
001508	Preparé la maleta la noche antes del viaje.	I packed the suitcase the night before the trip.	a2	clothes,travel		neutral			ropa-viaje
001509	Saqué del armario dos camisas y un cinturón.	I took two shirts and a belt out of the wardrobe.	a2	clothes,home		neutral			ropa-viaje
001510	Puse seis calcetines, porque nunca son suficientes.	I put in six socks, because they're never enough.	a2	clothes		neutral			ropa-viaje
001511	Mi sombrero gris no entraba en la maleta.	My grey hat wouldn't fit in the suitcase.	a2	clothes,travel		neutral			ropa-viaje
001512	Después lo dejé en casa y me llevé el bolso pequeño.	Then I left it at home and took the small bag.	a2	clothes,travel		neutral			ropa-viaje
001513	Reservé una habitación doble para dos noches.	I booked a double room for two nights.	a2	travel		neutral			ropa-viaje
001514	Salimos juntos muy temprano y el viaje duró tres horas.	We left together very early and the journey lasted three hours.	a2	travel,clock		neutral			ropa-viaje
002463	En el tren abrí la maleta para buscar un libro.	On the train I opened the case to look for a book.	a2	travel,objects					ropa-viaje		
002464	Llevaba también una camiseta y una falda.	I was also carrying a T-shirt and a skirt.	a2	clothes					ropa-viaje		
002465	El abrigo lo llevé en el brazo todo el viaje.	I carried the coat over my arm the whole journey.	a2	clothes,travel					ropa-viaje		
002466	Hacía calor y me quité los zapatos.	It was hot and I took my shoes off.	a2	clothes,weather					ropa-viaje		
002467	En el hotel colgué la ropa en el armario.	At the hotel I hung the clothes in the wardrobe.	a2	travel,clothes					ropa-viaje		
002468	Olvidé el reloj en casa y no me importó.	I left my watch at home and I did not mind.	a2	objects,travel					ropa-viaje		
002469	Aquel viaje fue el más tranquilo del año.	That trip was the calmest of the year.	a2	travel					ropa-viaje		

# == Batch three: topping up the words sitting at two and three ================
001515	El verano pasado pasamos la frontera en camión.	Last summer we crossed the border by coach.	a2	travel		neutral			viaje-camion
001516	Mi primo conducía y yo miraba el camino.	My cousin was driving and I was watching the road.	a2	travel,family		neutral			viaje-camion
001517	Reservamos los billetes una semana antes.	We booked the tickets a week before.	a2	travel,communication		neutral		es-ES	viaje-camion
001518	El viaje duró nueve horas y llegamos de noche.	The journey lasted nine hours and we arrived at night.	a2	travel,clock		neutral			viaje-camion
001519	En el hotel había un extranjero que hablaba cuatro idiomas.	At the hotel there was a foreigner who spoke four languages.	a2	travel,people		neutral			viaje-camion
001520	Nos mostró un sitio muy tranquilo cerca del lago.	He showed us a very quiet spot near the lake.	a2	travel,nature		neutral			viaje-camion
001521	Pagamos todo en efectivo porque no querían tarjeta.	We paid everything in cash because they did not want cards.	a2	travel,numbers		neutral			viaje-camion
002470	Salimos a las seis de la mañana con mucho frío.	We set off at six in the morning in the cold.	a2	travel,weather					viaje-camion		
002471	Comimos y bebimos agua dos veces por el camino.	We ate and drank water twice along the way.	a2	travel,food-drink					viaje-camion		
002472	Por la ventana veíamos montañas y campos verdes.	Through the window we saw mountains and green fields.	a2	travel,nature					viaje-camion		
002473	Mi primo puso música y cantamos casi una hora.	My cousin put music on and we sang for almost an hour.	a2	travel,music					viaje-camion		
002474	En la frontera esperamos con el pasaporte en la mano.	At the border we waited with our passports in hand.	a2	travel					viaje-camion		
002475	El hotel era barato pero muy limpio.	The hotel was cheap but very clean.	a2	travel					viaje-camion		
002476	Cenamos pescado y bebimos una cerveza fría.	We had fish for dinner and drank a cold beer.	a2	restaurant,food-drink					viaje-camion		
001522	Fue un viaje estupendo y vamos a volver juntos.	It was a great trip and we are going back together.	a2	travel,feelings		neutral			viaje-camion
001523	La empresa cambió de oficina en septiembre.	The company moved office in September.	a2	work,time		neutral			oficina-nueva
001524	Un empleado nos mostró la sala del equipo.	An employee showed us the team room.	a2	work		neutral			oficina-nueva
001525	Cada mesa tenía una pantalla grande y una lámpara.	Each desk had a big screen and a lamp.	a2	work,objects		neutral			oficina-nueva
001526	Las paredes eran grises y el suelo de madera.	The walls were grey and the floor wooden.	a2	work,home		neutral			oficina-nueva
001527	Mi jefe explicó que el proyecto dependía de dos personas.	My boss explained that the project depended on two people.	a2	work		neutral			oficina-nueva
001528	Debíamos acabar antes de diciembre.	We had to finish before December.	a2	work,time		neutral			oficina-nueva
001529	Nadie habló del sueldo, y eso me pareció normal.	Nobody mentioned the salary, and that seemed normal to me.	a2	work,feelings		neutral			oficina-nueva
002477	La sala tenía una ventana muy grande.	The room had a very big window.	a2	work					oficina-nueva		
002478	Desde mi mesa se veía el parque.	From my desk you could see the park.	a2	work,city					oficina-nueva		
002479	Había una cocina pequeña con un poco de café.	There was a small kitchen with a bit of coffee.	a2	work,food-drink					oficina-nueva		
002480	Cada mañana bebíamos el café en tazas blancas.	Every morning we drank the coffee from white cups.	a2	work,objects					oficina-nueva		
002481	Un compañero trajo flores para la mesa de la entrada.	A colleague brought flowers for the table by the entrance.	a2	work,nature					oficina-nueva		
002482	El primer día nadie encontraba el baño.	On the first day nobody could find the toilet.	a2	work,home					oficina-nueva		
001530	La oficina nueva me gustó, quizá por la luz.	I liked the new office, maybe because of the light.	a2	work,feelings		neutral			oficina-nueva
001531	Ayer tuvimos un examen y estaba muy nervioso.	Yesterday we had an exam and I was very nervous.	a2	school,feelings		neutral			examen-espanol
001532	Éramos veinte alumnos en una sala pequeña.	There were twenty of us students in a small room.	a2	school,people		neutral			examen-espanol
001533	La profesora escribió una frase en la pared.	The teacher wrote a sentence on the wall.	a2	school,language		neutral			examen-espanol
001534	Yo escribí todas las letras en mi cuaderno.	I wrote all the letters into my notebook.	a2	school,language		neutral			examen-espanol
001535	El primer ejercicio no lo comprendí bien.	I did not understand the first exercise properly.	a2	school,language		neutral			examen-espanol
001536	Lo intenté otra vez y después me pareció fácil.	I tried again and afterwards it seemed easy.	a2	school,feelings		neutral			examen-espanol
001537	Acabé diez minutos antes de la hora.	I finished ten minutes before time.	a2	school,clock		neutral			examen-espanol
001538	La profesora nos enseñó las respuestas después.	The teacher showed us the answers afterwards.	a2	school		neutral			examen-espanol
002483	Escribí las respuestas con un lápiz azul.	I wrote the answers with a blue pencil.	a2	school,objects					examen-espanol		
002484	Al lado tenía un bolígrafo azul.	Next to me I had a blue pen.	a2	school,objects					examen-espanol		
002485	La sala estaba en silencio y hacía calor.	The room was silent and it was hot.	a2	school					examen-espanol		
002486	Un alumno acabó antes que yo y se fue.	A student finished before me and left.	a2	school					examen-espanol		
002487	Después hablamos del examen fuera de la sala.	Afterwards we talked about the exam outside the room.	a2	school					examen-espanol		
002488	Nadie sabía la respuesta del último ejercicio.	Nobody knew the answer to the last exercise.	a2	school					examen-espanol		
002489	Una semana después recibí una nota muy buena.	A week later I got a very good mark.	a2	school					examen-espanol		
001539	El viernes cociné para cuatro amigos.	On Friday I cooked for four friends.	a2	food-drink,social		neutral			cena-amigos
001540	Compré uvas, fresas, lechuga y dos zanahorias.	I bought grapes, strawberries, lettuce and two carrots.	a2	food-drink,shopping		neutral			cena-amigos
001541	Preparé la pasta con ajo y mucho aceite.	I made the pasta with garlic and plenty of oil.	a2	food-drink		neutral			cena-amigos
